invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
490521,13211,United Kingdom,2009-12-06,15,102,235.84
490522,15641,United Kingdom,2009-12-06,8,56,150.4
490524,14123,United Kingdom,2009-12-06,24,234,436.18
490525,13019,United Kingdom,2009-12-06,11,92,255.0
490526,17858,United Kingdom,2009-12-06,28,315,533.97
490527,14940,United Kingdom,2009-12-06,10,105,182.01
490528,16686,United Kingdom,2009-12-06,24,51,118.25
490529,16686,United Kingdom,2009-12-06,14,28,48.89
490530,15691,United Kingdom,2009-12-06,5,56,161.8
490531,16436,United Kingdom,2009-12-06,15,95,166.95
490533,17610,United Kingdom,2009-12-06,41,235,378.05
490534,17530,United Kingdom,2009-12-06,39,127,263.68
490535,17850,United Kingdom,2009-12-07,18,182,560.58
490536,13491,United Kingdom,2009-12-07,10,78,221.9
490537,14003,United Kingdom,2009-12-07,16,149,209.41
490538,17850,United Kingdom,2009-12-07,18,146,504.54
490539,12839,United Kingdom,2009-12-07,13,188,346.0
490542,14911,EIRE,2009-12-07,19,119,666.35
490545,17557,United Kingdom,2009-12-07,1,4,34.0
490547,14738,United Kingdom,2009-12-07,12,88,311.2
490548,17850,United Kingdom,2009-12-07,18,146,504.54
490557,16124,United Kingdom,2009-12-07,21,318,463.0
490561,15260,United Kingdom,2009-12-07,1,14,41.3
490563,12471,Germany,2009-12-07,28,372,808.12
490564,12471,Germany,2009-12-07,10,125,241.9
490569,17739,United Kingdom,2009-12-07,9,122,411.2
490577,16556,United Kingdom,2009-12-07,14,112,187.19
490603,14695,United Kingdom,2009-12-07,34,148,287.49
490604,14828,United Kingdom,2009-12-07,8,612,682.4
490605,15115,United Kingdom,2009-12-07,14,88,191.74
490606,17850,United Kingdom,2009-12-07,15,98,426.0
490607,13693,United Kingdom,2009-12-07,10,71,173.55
490608,14955,United Kingdom,2009-12-07,30,74,163.77
490609,14037,United Kingdom,2009-12-07,46,166,218.33
490610,18077,United Kingdom,2009-12-07,15,150,211.62
490611,13905,United Kingdom,2009-12-07,12,135,312.65
490612,17508,Greece,2009-12-07,41,441,610.95
490613,16768,United Kingdom,2009-12-07,17,96,224.98
490616,13984,United Kingdom,2009-12-07,6,128,214.8
490618,13984,United Kingdom,2009-12-07,2,22,44.7
490625,14543,United Kingdom,2009-12-07,5,108,362.6
490636,13564,United Kingdom,2009-12-07,42,164,425.09
490637,13495,United Kingdom,2009-12-07,11,236,452.16
490638,13190,United Kingdom,2009-12-07,4,58,147.1
490640,14408,United Kingdom,2009-12-07,8,156,321.0
490641,17707,United Kingdom,2009-12-07,2,60,51.0
490642,15358,United Kingdom,2009-12-07,24,315,446.4
490653,17044,United Kingdom,2009-12-07,11,396,990.48
490657,14471,United Kingdom,2009-12-07,27,119,208.83
490659,17850,United Kingdom,2009-12-07,16,112,380.84
490665,17436,United Kingdom,2009-12-07,3,30,76.5
490667,13234,United Kingdom,2009-12-07,45,121,238.85
490668,16525,United Kingdom,2009-12-07,6,199,312.33
490669,15716,United Kingdom,2009-12-07,27,68,214.17
490670,14574,United Kingdom,2009-12-07,11,63,143.7
490671,16684,United Kingdom,2009-12-07,1,144,488.16
490672,16684,United Kingdom,2009-12-07,2,504,660.96
490673,14540,United Kingdom,2009-12-07,7,62,156.5
490674,14307,United Kingdom,2009-12-07,14,106,242.1
490675,14695,United Kingdom,2009-12-07,15,218,696.54
490676,17850,United Kingdom,2009-12-07,17,122,451.44
490677,18219,United Kingdom,2009-12-07,10,100,151.72
490678,12747,United Kingdom,2009-12-07,12,93,380.65
490679,18162,United Kingdom,2009-12-07,45,335,379.16
490680,17441,United Kingdom,2009-12-07,21,245,293.35
490681,17988,United Kingdom,2009-12-07,44,65,164.75
490682,12600,Germany,2009-12-07,4,66,249.9
490683,17865,United Kingdom,2009-12-07,15,304,413.0
490684,12523,France,2009-12-07,4,62,74.56
490685,13206,United Kingdom,2009-12-07,82,1037,1066.82
490686,14512,United Kingdom,2009-12-07,9,106,153.28
490687,14911,EIRE,2009-12-07,40,325,924.95
490689,17865,United Kingdom,2009-12-07,18,133,307.91
490690,16353,United Kingdom,2009-12-07,3,58,207.9
490691,16353,United Kingdom,2009-12-07,1,72,306.0
490692,16018,United Kingdom,2009-12-07,20,203,195.78
490693,14670,United Kingdom,2009-12-07,56,97,190.47
490694,13089,United Kingdom,2009-12-07,22,408,1244.32
490695,14590,United Kingdom,2009-12-07,15,40,108.4
490697,17850,United Kingdom,2009-12-07,16,112,378.84
490703,13070,United Kingdom,2009-12-07,8,76,154.2
490704,17457,United Kingdom,2009-12-07,3,90,355.38
490705,12913,United Kingdom,2009-12-07,2,80,204.0
490706,17865,United Kingdom,2009-12-07,36,331,1088.63
490707,17865,United Kingdom,2009-12-07,16,70,45.9
490708,15421,United Kingdom,2009-12-07,13,95,241.05
490709,17884,United Kingdom,2009-12-07,54,127,198.98
490710,17990,United Kingdom,2009-12-07,5,84,332.7
490711,17841,United Kingdom,2009-12-07,73,148,448.96
490712,13148,United Kingdom,2009-12-07,20,100,331.4
490714,17841,United Kingdom,2009-12-07,1,1,4.95
490717,17364,United Kingdom,2009-12-07,41,209,449.95
490718,12443,Norway,2009-12-07,20,179,365.31
490719,13042,United Kingdom,2009-12-07,75,442,668.1
490720,15694,United Kingdom,2009-12-07,5,85,357.87
490722,16717,United Kingdom,2009-12-07,25,217,386.39
490724,13767,United Kingdom,2009-12-07,12,306,716.04
490725,13694,United Kingdom,2009-12-07,4,308,343.44
490726,13694,United Kingdom,2009-12-07,3,288,561.6
490727,17231,United Kingdom,2009-12-07,34,146,285.35
490728,16702,United Kingdom,2009-12-07,27,198,221.52
490733,12540,Spain,2009-12-07,6,68,328.6
490734,13267,United Kingdom,2009-12-07,9,105,306.55
490737,17270,United Kingdom,2009-12-07,15,264,389.62
490738,16436,United Kingdom,2009-12-07,1,10,25.5
490747,13393,United Kingdom,2009-12-07,2,3,8.92
490749,14113,United Kingdom,2009-12-08,10,268,580.64
490750,15369,United Kingdom,2009-12-08,3,192,312.96
490751,12358,Austria,2009-12-08,17,309,1429.83
490752,18259,United Kingdom,2009-12-08,5,96,356.4
490753,17047,United Kingdom,2009-12-08,22,215,322.65
490754,14136,United Kingdom,2009-12-08,20,138,302.78
490755,16735,United Kingdom,2009-12-08,11,216,338.34
490757,14215,United Kingdom,2009-12-08,20,221,425.59
490759,15971,United Kingdom,2009-12-08,1,48,182.88
490761,13382,United Kingdom,2009-12-08,16,123,255.04
490762,13025,United Kingdom,2009-12-08,13,241,323.39
490763,16013,United Kingdom,2009-12-08,1,400,1020.0
490764,14558,United Kingdom,2009-12-08,10,107,306.45
490767,18002,United Kingdom,2009-12-08,13,22,44.32
490769,16013,United Kingdom,2009-12-08,3,180,221.0
490770,17854,United Kingdom,2009-12-08,15,65,135.94
490782,15079,United Kingdom,2009-12-08,28,255,707.93
490785,16029,United Kingdom,2009-12-08,2,984,2590.8
490786,15079,United Kingdom,2009-12-08,3,36,30.6
490789,18271,United Kingdom,2009-12-08,9,89,192.55
490796,14290,United Kingdom,2009-12-08,26,273,870.63
490797,17268,United Kingdom,2009-12-08,8,90,155.7
490800,14735,United Kingdom,2009-12-08,1,12,7.8
490801,16029,United Kingdom,2009-12-08,2,400,660.0
490802,17067,United Kingdom,2009-12-08,1,10,19.5
490803,17067,United Kingdom,2009-12-08,6,148,207.32
490804,16560,United Kingdom,2009-12-08,33,319,487.09
490805,14861,United Kingdom,2009-12-08,12,94,215.0
490806,13485,United Kingdom,2009-12-08,1,12,35.4
490808,17371,United Kingdom,2009-12-08,22,91,134.04
490809,13408,United Kingdom,2009-12-08,3,48,159.0
490810,13408,United Kingdom,2009-12-08,3,128,259.92
490811,18145,United Kingdom,2009-12-08,17,246,309.7
490817,15311,United Kingdom,2009-12-08,56,762,1806.19
490823,14841,United Kingdom,2009-12-08,10,288,304.8
490834,16400,United Kingdom,2009-12-08,40,326,564.38
490836,17988,United Kingdom,2009-12-08,1,2,2.9
490838,17371,United Kingdom,2009-12-08,3,3,20.25
490846,17155,United Kingdom,2009-12-08,10,272,129.3
490847,15093,United Kingdom,2009-12-08,9,371,249.64
490851,13643,United Kingdom,2009-12-08,10,90,311.8
490855,13777,United Kingdom,2009-12-08,2,216,363.6
490863,17852,United Kingdom,2009-12-08,12,59,88.05
490871,15456,United Kingdom,2009-12-08,22,315,211.41
490893,13571,United Kingdom,2009-12-08,12,76,111.24
490899,16732,United Kingdom,2009-12-08,47,473,792.84
490905,16940,United Kingdom,2009-12-08,53,461,656.85
490917,15162,United Kingdom,2009-12-08,12,74,312.9
490920,18203,United Kingdom,2009-12-08,14,22,109.08
490921,16163,United Kingdom,2009-12-08,2,12,42.3
490922,14494,United Kingdom,2009-12-08,1,30,114.3
490924,17978,United Kingdom,2009-12-08,25,91,123.1
490925,13078,United Kingdom,2009-12-08,14,277,648.5
490926,15031,United Kingdom,2009-12-08,34,122,250.02
490927,17230,United Kingdom,2009-12-08,6,84,304.2
490928,14085,United Kingdom,2009-12-08,49,145,404.44
490930,13410,United Kingdom,2009-12-08,1,48,81.12
490932,14085,United Kingdom,2009-12-08,1,8,12.4
490933,14063,United Kingdom,2009-12-08,8,888,2452.56
490936,12785,Portugal,2009-12-08,18,170,310.9
490937,13081,United Kingdom,2009-12-08,75,1376,2285.58
490938,14605,United Kingdom,2009-12-08,31,139,215.3
490940,14605,United Kingdom,2009-12-08,1,1,0.95
490941,14527,United Kingdom,2009-12-08,60,190,644.52
490944,14285,United Kingdom,2009-12-08,2,48,151.2
490945,16892,United Kingdom,2009-12-08,15,21,97.55
490953,13204,United Kingdom,2009-12-08,57,428,966.66
490954,15924,United Kingdom,2009-12-08,14,103,102.82
490956,15413,United Kingdom,2009-12-08,6,1392,2442.72
490957,15823,United Kingdom,2009-12-08,153,1749,3796.37
490958,13576,United Kingdom,2009-12-08,6,120,328.8
490959,12682,France,2009-12-08,15,136,471.9
490961,14108,United Kingdom,2009-12-08,8,161,194.75
490962,15061,United Kingdom,2009-12-08,4,430,683.14
490964,14646,Netherlands,2009-12-08,50,50,89.15
490966,17178,United Kingdom,2009-12-08,31,101,436.71
490968,13798,United Kingdom,2009-12-08,8,276,484.0
490971,18275,United Kingdom,2009-12-08,9,224,372.64
490972,14911,EIRE,2009-12-08,23,413,728.05
490978,17329,United Kingdom,2009-12-08,34,140,193.08
490981,13855,United Kingdom,2009-12-08,15,103,313.45
490982,17329,United Kingdom,2009-12-08,2,4,8.82
490984,15298,United Kingdom,2009-12-08,9,162,303.45
490989,15674,United Kingdom,2009-12-08,22,282,462.46
490990,14606,United Kingdom,2009-12-08,63,105,271.85
490992,14679,United Kingdom,2009-12-08,21,168,438.74
490998,16253,United Kingdom,2009-12-08,13,231,329.13
491006,13557,United Kingdom,2009-12-08,18,130,272.5
491007,16204,United Kingdom,2009-12-08,13,226,213.27
491008,15633,United Kingdom,2009-12-08,7,87,191.89
491009,15203,United Kingdom,2009-12-08,23,208,255.68
491010,15194,United Kingdom,2009-12-08,16,320,318.0
491011,16210,United Kingdom,2009-12-08,8,213,389.99
491014,13136,United Kingdom,2009-12-08,27,285,549.09
491024,17157,United Kingdom,2009-12-08,6,144,383.04
491025,17157,United Kingdom,2009-12-08,1,96,325.44
491026,15181,United Kingdom,2009-12-08,1,48,162.72
491033,17188,United Kingdom,2009-12-08,8,174,328.02
491034,13491,United Kingdom,2009-12-09,10,122,305.5
491035,13455,United Kingdom,2009-12-09,18,81,295.35
491038,13097,United Kingdom,2009-12-09,23,172,528.9
491039,15291,United Kingdom,2009-12-09,5,60,301.0
491044,13114,United Kingdom,2009-12-09,16,74,234.38
491045,12747,United Kingdom,2009-12-09,4,64,303.2
491048,13768,United Kingdom,2009-12-09,22,262,519.42
491049,14135,United Kingdom,2009-12-09,15,678,748.9
491050,12712,Germany,2009-12-09,20,194,297.8
491051,14291,United Kingdom,2009-12-09,24,261,408.51
491054,13202,United Kingdom,2009-12-09,8,108,320.2
491055,14732,United Kingdom,2009-12-09,9,65,219.55
491056,17428,United Kingdom,2009-12-09,11,358,1007.74
491057,14239,United Kingdom,2009-12-09,5,28,77.8
491058,16945,United Kingdom,2009-12-09,13,193,307.95
491059,12487,Sweden,2009-12-09,2,174,285.3
491060,17929,United Kingdom,2009-12-09,2,72,392.4
491061,13672,United Kingdom,2009-12-09,12,81,233.53
491062,12948,United Kingdom,2009-12-09,3,80,124.0
491063,16771,United Kingdom,2009-12-09,8,46,203.3
491064,16782,United Kingdom,2009-12-09,48,69,185.9
491067,18051,United Kingdom,2009-12-09,4,338,333.3
491068,15768,United Kingdom,2009-12-09,51,267,700.4
491069,12921,United Kingdom,2009-12-09,19,418,521.05
491070,16912,United Kingdom,2009-12-09,9,68,383.8
491071,12924,United Kingdom,2009-12-09,5,106,194.1
491072,12924,United Kingdom,2009-12-09,5,5,15.45
491073,15403,United Kingdom,2009-12-09,5,324,95.76
491074,14173,United Kingdom,2009-12-09,1,8,23.6
491075,14211,United Kingdom,2009-12-09,8,112,187.8
491077,14593,United Kingdom,2009-12-09,65,164,433.05
491078,16802,United Kingdom,2009-12-09,20,137,259.11
491079,14295,United Kingdom,2009-12-09,17,171,588.85
491081,15302,United Kingdom,2009-12-09,15,102,308.0
491082,16709,United Kingdom,2009-12-09,37,545,1273.5
491083,17954,United Kingdom,2009-12-09,41,150,322.98
491085,13727,United Kingdom,2009-12-09,6,12,130.6
491086,15911,United Kingdom,2009-12-09,32,143,267.26
491089,14990,United Kingdom,2009-12-09,14,64,200.24
491090,13141,United Kingdom,2009-12-09,12,123,351.45
491091,16705,United Kingdom,2009-12-09,42,1544,3249.32
491092,13680,United Kingdom,2009-12-09,50,351,844.12
491093,12709,Germany,2009-12-09,17,410,1445.56
491095,14171,United Kingdom,2009-12-09,6,44,135.0
491096,13983,United Kingdom,2009-12-09,9,85,175.95
491097,17296,United Kingdom,2009-12-09,32,216,338.13
491098,14080,United Kingdom,2009-12-09,23,67,179.78
491100,17631,United Kingdom,2009-12-09,4,14,63.5
491101,17449,United Kingdom,2009-12-09,34,218,298.68
491102,17184,United Kingdom,2009-12-09,3,15,50.55
491103,14107,United Kingdom,2009-12-09,9,174,163.26
491104,12917,United Kingdom,2009-12-09,7,322,1552.9
491105,16755,United Kingdom,2009-12-09,37,143,212.58
491109,13825,United Kingdom,2009-12-09,22,104,143.36
491111,15005,United Kingdom,2009-12-09,34,185,321.67
491112,13770,United Kingdom,2009-12-09,6,111,174.33
491113,14505,United Kingdom,2009-12-09,120,431,893.33
491116,15441,United Kingdom,2009-12-09,13,139,301.57
491118,16933,United Kingdom,2009-12-09,67,373,580.79
491122,13426,United Kingdom,2009-12-09,21,412,601.6
491123,17043,United Kingdom,2009-12-09,44,384,380.36
491124,13498,United Kingdom,2009-12-09,17,362,327.38
491125,15311,United Kingdom,2009-12-09,14,424,966.24
491126,16186,United Kingdom,2009-12-09,21,274,389.34
491127,18065,United Kingdom,2009-12-09,11,68,256.2
491129,18065,United Kingdom,2009-12-09,2,12,50.7
491131,16395,United Kingdom,2009-12-09,1,2,1.7
491132,17880,United Kingdom,2009-12-09,7,72,171.6
491133,13848,United Kingdom,2009-12-09,1,1500,480.0
491136,16746,United Kingdom,2009-12-09,13,504,343.52
491138,16168,United Kingdom,2009-12-09,4,75,179.85
491143,16029,United Kingdom,2009-12-09,2,52,476.04
491144,15077,United Kingdom,2009-12-09,19,228,873.48
491145,13728,United Kingdom,2009-12-09,7,44,135.0
491146,15209,United Kingdom,2009-12-09,13,94,178.98
491147,14710,United Kingdom,2009-12-09,7,20,34.3
491148,15061,United Kingdom,2009-12-10,26,2604,3882.66
491149,15841,United Kingdom,2009-12-10,9,360,289.92
491150,16525,United Kingdom,2009-12-10,6,240,435.6
491151,14134,United Kingdom,2009-12-10,8,260,661.16
491152,15465,United Kingdom,2009-12-10,6,124,436.8
491153,16143,United Kingdom,2009-12-10,16,147,300.35
491154,17603,United Kingdom,2009-12-10,14,123,289.85
491158,15523,United Kingdom,2009-12-10,13,270,275.73
491159,15311,United Kingdom,2009-12-10,4,140,291.0
491160,14911,EIRE,2009-12-10,18,146,327.57
491161,14942,United Kingdom,2009-12-10,3,37,109.35
491163,13693,United Kingdom,2009-12-10,8,72,179.6
491164,15581,United Kingdom,2009-12-10,14,17,33.55
491165,14293,United Kingdom,2009-12-10,14,422,737.7
491169,12417,Belgium,2009-12-10,1,10,8.5
491170,17861,United Kingdom,2009-12-10,35,415,328.99
491171,15039,United Kingdom,2009-12-10,20,55,203.85
491172,16843,United Kingdom,2009-12-10,10,450,730.59
491173,15858,United Kingdom,2009-12-10,27,151,248.49
491174,17388,United Kingdom,2009-12-10,1,216,228.96
491175,15085,United Kingdom,2009-12-10,9,169,347.54
491177,15642,United Kingdom,2009-12-10,6,270,105.78
491178,14099,United Kingdom,2009-12-10,35,200,390.44
491180,15719,United Kingdom,2009-12-10,30,139,294.52
491181,15854,United Kingdom,2009-12-10,8,124,592.2
491182,13019,United Kingdom,2009-12-10,8,38,190.3
491183,12978,United Kingdom,2009-12-10,56,518,945.58
491184,17027,United Kingdom,2009-12-10,2,3,139.85
491185,17377,United Kingdom,2009-12-10,29,208,421.17
491186,15889,United Kingdom,2009-12-10,66,154,288.49
491187,16748,United Kingdom,2009-12-10,5,50,97.5
491188,17377,United Kingdom,2009-12-10,17,28,79.7
491189,14113,United Kingdom,2009-12-10,1,48,31.2
491191,16459,United Kingdom,2009-12-10,5,59,71.79
491192,14527,United Kingdom,2009-12-10,35,133,509.3
491193,13091,United Kingdom,2009-12-10,23,872,762.98
491194,13173,United Kingdom,2009-12-10,11,110,302.7
491195,15805,United Kingdom,2009-12-10,13,182,658.5
491196,15912,United Kingdom,2009-12-10,2,34,165.5
491197,15912,United Kingdom,2009-12-10,23,143,126.57
491198,16596,United Kingdom,2009-12-10,6,27,95.55
491199,15912,United Kingdom,2009-12-10,23,111,143.72
491200,16663,United Kingdom,2009-12-10,1,100,165.0
491201,12989,United Kingdom,2009-12-10,4,114,413.1
491203,16985,United Kingdom,2009-12-10,10,97,580.15
491204,14648,United Kingdom,2009-12-10,40,194,224.36
491205,16779,United Kingdom,2009-12-10,43,934,1391.91
491207,17884,United Kingdom,2009-12-10,12,97,105.76
491209,15573,United Kingdom,2009-12-10,46,156,278.08
491210,15367,United Kingdom,2009-12-10,40,256,785.62
491211,14895,United Kingdom,2009-12-10,37,740,1766.28
491212,14062,United Kingdom,2009-12-10,17,1448,873.61
491226,15157,United Kingdom,2009-12-10,15,644,448.2
491235,15623,United Kingdom,2009-12-10,10,182,307.2
491238,16011,United Kingdom,2009-12-10,12,133,170.45
491240,13831,United Kingdom,2009-12-10,19,376,936.26
491247,14626,United Kingdom,2009-12-10,12,352,436.4
491314,15032,United Kingdom,2009-12-10,6,924,1505.4
491317,16670,United Kingdom,2009-12-10,45,331,683.91
491318,14608,United Kingdom,2009-12-10,2,96,369.6
491319,15882,United Kingdom,2009-12-10,12,73,181.63
491320,15380,United Kingdom,2009-12-10,2,108,178.2
491321,17032,United Kingdom,2009-12-10,57,495,844.45
491340,12979,United Arab Emirates,2009-12-10,56,520,517.7
491356,15738,United Kingdom,2009-12-10,14,375,282.03
491358,14590,United Kingdom,2009-12-10,12,29,99.6
491368,14043,United Kingdom,2009-12-10,18,84,164.31
491385,17675,United Kingdom,2009-12-10,5,102,328.7
491394,15916,United Kingdom,2009-12-10,39,132,404.82
491395,16901,United Kingdom,2009-12-10,23,42,204.26
491396,17610,United Kingdom,2009-12-10,35,275,435.51
491397,12933,United Kingdom,2009-12-10,27,67,155.79
491399,14507,United Kingdom,2009-12-10,14,56,171.5
491400,17696,United Kingdom,2009-12-10,22,260,427.52
491401,18276,United Kingdom,2009-12-10,16,193,218.05
491403,14030,United Kingdom,2009-12-10,43,267,616.53
491405,15823,United Kingdom,2009-12-10,1,24,70.8
491406,14081,United Kingdom,2009-12-10,129,485,792.02
491407,14030,United Kingdom,2009-12-10,10,114,130.62
491408,17351,United Kingdom,2009-12-10,7,25,133.75
491421,16798,United Kingdom,2009-12-10,38,45,208.9
491422,17512,United Kingdom,2009-12-10,33,687,864.89
491424,13542,United Kingdom,2009-12-10,14,35,177.91
491425,16905,United Kingdom,2009-12-10,18,78,230.0
491426,15494,United Kingdom,2009-12-10,64,741,917.76
491427,14702,United Kingdom,2009-12-10,55,306,583.7
491429,17165,United Kingdom,2009-12-11,18,114,375.66
491431,15769,United Kingdom,2009-12-11,7,1200,1980.0
491432,16293,United Kingdom,2009-12-11,19,104,325.64
491433,18172,United Kingdom,2009-12-11,7,106,233.1
491434,17412,United Kingdom,2009-12-11,15,260,327.32
491435,14606,United Kingdom,2009-12-11,47,84,244.42
491436,14606,United Kingdom,2009-12-11,1,6,10.14
491437,13408,United Kingdom,2009-12-11,6,146,439.18
